climate,date,max_temp,min_temp,site,wind
晴,2017年11月14日,12℃,5℃,青岛,北风 2级
晴,2017年11月15日,11℃,6℃,青岛,西北风 3级
多云,2017年11月16日,14℃,7℃,青岛,南风 2级
阴,2017年11月17日,14℃,3℃,青岛,北风 6级
多云,2017年11月18日,4℃,-1℃,青岛,南风 4级
多云,2017年11月19日,7℃,2℃,青岛,东南风 2级
晴,2017年11月20日,9℃,5℃,青岛,北风 2级
晴,2017年11月21日,11℃,5℃,青岛,南风 3级
晴,2017年11月22日,10℃,2℃,青岛,北风 4级
晴,2017年11月23日,7℃,2℃,青岛,北风 1级
晴,2017年11月24日,8℃,3℃,青岛,东北风 2级
晴,2017年11月25日,12℃,5℃,青岛,西南风 2级
晴,2017年11月26日,8℃,1℃,青岛,北风 2级
晴,2017年11月27日,11℃,4℃,青岛,南风 3级
多云,2017年11月28日,14℃,3℃,青岛,北风 4级
多云,2017年11月29日,4℃,-1℃,青岛,东北风 2级
多云,2017年11月30日,5℃,-1℃,青岛,北风 3级
阴,,25℃,16℃,青岛,东南风 3级
晴,2017年12月1日,6℃,0℃,青岛,东南风 1级
晴,2017年12月2日,9℃,4℃,青岛,南风 2级
阴,2017年12月3日,10℃,2℃,青岛,东北风 2级
晴,2017年12月4日,4℃,-2℃,青岛,北风 4级
晴,2017年12月5日,5℃,-1℃,青岛,西风 2级
晴,2017年12月6日,9℃,2℃,青岛,西南风 2级
晴,2017年12月7日,7℃,0℃,青岛,北风 4级
晴,2017年12月8日,4℃,-1℃,青岛,西风 2级
晴,2017年12月9日,8℃,2℃,青岛,西南风 2级
晴,2017年12月10日,6℃,-2℃,青岛,北风 4级
晴,2017年12月11日,4℃,-4℃,青岛,北风 3级
晴,2017年12月12日,1℃,-3℃,青岛,东北风 2级
晴,2017年12月13日,2℃,-1℃,青岛,东北风 1级
阴,2017年12月14日,3℃,0℃,青岛,北风 2级
阴,2017年12月15日,4℃,-1℃,青岛,北风 4级
晴,2017年12月16日,0℃,-4℃,青岛,北风 4级
晴,2017年12月17日,4℃,-3℃,青岛,西南风 3级
晴,2017年12月18日,7℃,-1℃,青岛,西北风 3级
晴,2017年12月19日,3℃,-1℃,青岛,西南风 2级
多云,2017年12月20日,6℃,-1℃,青岛,北风 2级
晴,2017年12月21日,7℃,3℃,青岛,南风 2级
晴,2017年12月22日,9℃,3℃,青岛,北风 2级
多云,2017年12月23日,9℃,2℃,青岛,东北风 2级
多云,2017年12月24日,6℃,-3℃,青岛,北风 3级
晴,2017年12月25日,6℃,-1℃,青岛,南风 1级
晴,2017年12月26日,5℃,0℃,青岛,东南风 微风
晴,2017年12月27日,7℃,3℃,青岛,南风 3级
多云,2017年12月28日,9℃,4℃,青岛,南风 2级
雾,2017年12月29日,7℃,2℃,青岛,北风 3级
阴,2017年12月30日,5℃,-2℃,青岛,北风 3级
多云,2017年12月31日,4℃,-1℃,青岛,南风 2级
晴,2018年1月1日,7℃,3℃,青岛,南风 2级
多云,2018年1月2日,8℃,-1℃,青岛,北风 2级
晴,2018年1月3日,3℃,-2℃,青岛,北风 3级
多云,2018年1月4日,1℃,-3℃,青岛,北风 3级
晴,2018年1月5日,2℃,-2℃,青岛,北风 4级
晴,2018年1月6日,4℃,-1℃,青岛,南风 1级
雨夹雪,2018年1月7日,3℃,0℃,青岛,北风 2级
多云,2018年1月8日,2℃,-4℃,青岛,西北风 5级
晴,2018年1月9日,4℃,-4℃,青岛,西北风 4级
晴,2018年1月10日,-1℃,-6℃,青岛,北风 4级
多云,2018年1月11日,-2℃,-8℃,青岛,北风 5级
晴,2018年1月12日,0℃,-7℃,青岛,西南风 2级
晴,2018年1月13日,4℃,-1℃,青岛,南风 3级
晴,2018年1月15日,7℃,1℃,青岛,东风 1级
晴,2018年1月14日,6℃,1℃,青岛,东南风 2级
阴,2018年1月16日,8℃,0℃,青岛,西北风 3级
多云,2018年1月17日,7℃,0℃,青岛,南风 1级
多云,2018年1月18日,7℃,0℃,青岛,西风 1级
多云,2018年1月19日,6℃,1℃,青岛,西南风 2级
多云,2018年1月20日,6℃,2℃,青岛,东南风 2级
雾,2018年1月21日,7℃,2℃,青岛,南风 1级
阴,2018年1月22日,3℃,-6℃,青岛,北风 3级
阴,2018年1月23日,-3℃,-8℃,青岛,北风 5级
晴,2018年1月24日,-2℃,-8℃,青岛,北风 4级
多云,2018年1月25日,-3℃,-8℃,青岛,东北风 4级
多云,2018年1月26日,-3℃,-9℃,青岛,东北风 3级
多云,2018年1月27日,-3℃,-8℃,青岛,北风 1级
多云,2018年1月28日,-2℃,-8℃,青岛,北风 5级
晴,2018年1月29日,0℃,-5℃,青岛,西北风 2级
晴,2018年1月30日,2℃,-3℃,青岛,西南风 2级
多云,2018年1月31日,3℃,-4℃,青岛,北风 2级
晴,2018年2月1日,4℃,-3℃,青岛,东南风 2级
多云,2018年2月2日,2℃,-7℃,青岛,北风 4级
多云,2018年2月3日,-1℃,-8℃,青岛,北风 4级
晴,2018年2月4日,0℃,-7℃,青岛,东北风 2级
多云,2018年2月5日,-1℃,-8℃,青岛,北风 3级
晴,2018年2月6日,-1℃,-7℃,青岛,东北风 1级
阵雪,2018年2月7日,2℃,-4℃,青岛,西北风 5级
多云,2018年2月8日,2℃,-3℃,青岛,南风 3级
多云,2018年2月10日,2℃,-5℃,青岛,东北风 2级
多云,2018年2月9日,5℃,-2℃,青岛,西北风 3级
晴,2018年2月11日,2℃,-5℃,青岛,北风 5级
晴,2018年2月12日,3℃,-3℃,青岛,北风 3级
多云,2018年2月13日,6℃,2℃,青岛,南风 2级
多云,2018年2月14日,7℃,-1℃,青岛,东北风 3级
晴,2018年2月15日,4℃,-1℃,青岛,南风 2级
晴,2018年2月16日,6℃,-2℃,青岛,北风 3级
晴,2018年2月17日,5℃,0℃,青岛,东南风 2级
多云,2018年2月18日,6℃,1℃,青岛,东南风 2级
多云,2018年2月19日,7℃,1℃,青岛,东南风 2级
阴,2018年2月20日,7℃,0℃,青岛,东南风 1级
多云,2018年2月21日,5℃,1℃,青岛,南风 2级
多云,2018年2月22日,7℃,1℃,青岛,南风 1级
晴,2018年2月23日,9℃,2℃,青岛,东南风 1级
阴,2018年2月24日,4℃,-1℃,青岛,西风 2级
多云,2018年2月25日,6℃,1℃,青岛,南风 2级
多云,2018年2月26日,7℃,3℃,青岛,东南风 3级
多云,2018年2月27日,10℃,5℃,青岛,东南风 2级
阵雨,2018年2月28日,8℃,3℃,青岛,南风 3级
阴,,25℃,16℃,青岛,东南风 3级
阴,,25℃,16℃,青岛,东南风 3级
阴,,25℃,16℃,青岛,东南风 3级
晴,2018年3月1日,8℃,2℃,青岛,北风 3级
晴,2018年3月2日,7℃,3℃,青岛,南风 3级
多云,2018年3月3日,9℃,4℃,青岛,东南风 2级
中雨,2018年3月4日,8℃,2℃,青岛,北风 5级
多云,2018年3月5日,9℃,0℃,青岛,北风 2级
晴,2018年3月6日,6℃,1℃,青岛,东南风 2级
多云,2018年3月7日,6℃,3℃,青岛,南风 2级
阴,2018年3月8日,5℃,-2℃,青岛,北风 4级
晴,2018年3月9日,4℃,-3℃,青岛,南风 3级
晴,2018年3月10日,8℃,4℃,青岛,南风 2级
晴,2018年3月11日,9℃,5℃,青岛,南风 4级
晴,2018年3月12日,7℃,3℃,青岛,东南风 2级
晴,2018年3月13日,13℃,8℃,青岛,南风 2级
多云,2018年3月14日,14℃,9℃,青岛,东南风 3级
雾,2018年3月15日,11℃,-1℃,青岛,北风 4级
晴,2018年3月16日,8℃,0℃,青岛,南风 2级
晴,2018年3月17日,8℃,3℃,青岛,东南风 3级
小雨,2018年3月18日,8℃,5℃,青岛,东北风 2级
多云,2018年3月19日,12℃,4℃,青岛,东北风 4级
阵雨,2018年3月20日,7℃,2℃,青岛,东北风 2级
多云,2018年3月21日,9℃,1℃,青岛,西北风 3级
多云,2018年3月22日,8℃,2℃,青岛,南风 2级
多云,2018年3月23日,10℃,7℃,青岛,南风 2级
多云,2018年3月24日,14℃,6℃,青岛,南风 2级
晴,2018年3月25日,12℃,7℃,青岛,东南风 3级
雾,2018年3月26日,9℃,5℃,青岛,南风 3级
晴,2018年3月27日,15℃,10℃,青岛,南风 3级
晴,2018年3月28日,15℃,10℃,青岛,东南风 2级
多云,2018年3月29日,17℃,7℃,青岛,南风 1级
晴,2018年3月30日,16℃,6℃,青岛,东南风 3级
雾,2018年3月31日,10℃,5℃,青岛,南风 3级
雾,2018年4月1日,10℃,7℃,青岛,东南风 2级
雾,2018年4月2日,12℃,7℃,青岛,南风 3级
多云,2018年4月3日,15℃,6℃,青岛,北风 4级
多云,2018年4月4日,14℃,7℃,青岛,南风 2级
阴,2018年4月5日,11℃,6℃,青岛,西北风 4级
晴,2018年4月6日,11℃,3℃,青岛,西北风 2级
晴,2018年4月7日,11℃,5℃,青岛,东北风 2级
晴,2018年4月8日,19℃,7℃,青岛,西北风 2级
晴,2018年4月9日,12℃,8℃,青岛,东南风 3级
多云,2018年4月10日,19℃,10℃,青岛,西北风 2级
晴,2018年4月11日,19℃,9℃,青岛,南风 3级
多云,2018年4月12日,16℃,11℃,青岛,东南风 2级
多云,2018年4月13日,15℃,9℃,青岛,东风 4级
阴,2018年4月14日,14℃,8℃,青岛,西北风 4级
晴,2018年4月15日,17℃,7℃,青岛,北风 2级
晴,2018年4月16日,14℃,8℃,青岛,南风 2级
晴,2018年4月17日,14℃,10℃,青岛,东南风 2级
晴,2018年4月18日,13℃,10℃,青岛,南风 3级
晴,2018年4月19日,15℃,10℃,青岛,南风 3级
雾,2018年4月20日,13℃,8℃,青岛,东南风 3级
阴,2018年4月21日,14℃,9℃,青岛,东南风 2级
中雨,2018年4月22日,14℃,11℃,青岛,北风 3级
多云,2018年4月23日,15℃,9℃,青岛,北风 4级
多云,2018年4月24日,18℃,9℃,青岛,西北风 3级
晴,2018年4月25日,20℃,11℃,青岛,南风 3级
晴,2018年4月26日,17℃,12℃,青岛,南风 3级
晴,2018年4月27日,20℃,10℃,青岛,西北风 2级
晴,2018年4月28日,17℃,10℃,青岛,南风 3级
多云,2018年4月29日,18℃,12℃,青岛,东南风 2级
晴,2018年4月30日,18℃,12℃,青岛,东南风 3级
阴,,25℃,16℃,青岛,东南风 3级
雾,2018年5月1日,15℃,12℃,青岛,南风 2级
阴,2018年5月2日,19℃,12℃,青岛,西北风 3级
多云,2018年5月3日,22℃,11℃,青岛,北风 4级
晴,2018年5月4日,19℃,14℃,青岛,南风 3级
小到中雨,2018年5月5日,17℃,13℃,青岛,东南风 3级
多云,2018年5月6日,22℃,14℃,青岛,东南风 2级
多云,2018年5月7日,23℃,13℃,青岛,南风 2级
晴,2018年5月8日,23℃,11℃,青岛,南风 1级
晴,2018年5月9日,20℃,12℃,青岛,南风 2级
晴,2018年5月10日,17℃,12℃,青岛,东南风 5级
小雨,2018年5月11日,16℃,13℃,青岛,东南风 3级
多云,2018年5月12日,17℃,14℃,青岛,南风 3级
多云,2018年5月13日,19℃,14℃,青岛,南风 3级
晴,2018年5月14日,20℃,14℃,青岛,东南风 3级
阵雨,2018年5月15日,18℃,15℃,青岛,东南风 3级
雷阵雨,2018年5月16日,23℃,17℃,青岛,东南风 3级
雾,2018年5月17日,23℃,17℃,青岛,西北风 4级
晴,2018年5月18日,27℃,16℃,青岛,南风 2级
晴,2018年5月19日,25℃,14℃,青岛,东南风 3级
阵雨,2018年5月20日,17℃,14℃,青岛,东南风 2级
多云,2018年5月21日,19℃,15℃,青岛,东南风 2级
小到中雨,2018年5月22日,18℃,13℃,青岛,西北风 4级
晴,2018年5月23日,22℃,17℃,青岛,南风 2级
晴,2018年5月24日,23℃,16℃,青岛,南风 3级
多云,2018年5月25日,20℃,15℃,青岛,东南风 2级
晴,2018年5月26日,20℃,15℃,青岛,南风 2级
多云,2018年5月27日,21℃,16℃,青岛,南风 3级
多云,2018年5月28日,21℃,16℃,青岛,东南风 3级
多云,2018年5月29日,24℃,16℃,青岛,南风 1级
多云,2018年5月30日,24℃,16℃,青岛,东南风 2级
晴,2018年5月31日,25℃,16℃,青岛,南风 2级
晴,2018年6月1日,23℃,17℃,青岛,南风 2级
多云,2018年6月2日,22℃,18℃,青岛,东南风 2级
晴,2018年6月3日,21℃,17℃,青岛,东南风 2级
多云,2018年6月5日,22℃,18℃,青岛,东南风 3级
多云,2018年6月4日,22℃,18℃,青岛,南风 3级
雾,2018年6月6日,24℃,18℃,青岛,东南风 3级
晴,2018年6月7日,23℃,18℃,青岛,南风 2级
小雨,2018年6月9日,22℃,18℃,青岛,东南风 2级
多云,2018年6月8日,23℃,18℃,青岛,东南风 4级
多云,2018年6月10日,20℃,17℃,青岛,南风 2级
阵雨,2018年6月11日,27℃,17℃,青岛,东南风 2级
晴,2018年6月12日,24℃,19℃,青岛,东南风 3级
多云,2018年6月13日,26℃,19℃,青岛,东风 3级
多云,2018年6月14日,25℃,18℃,青岛,南风 2级
晴,2018年6月15日,25℃,20℃,青岛,东南风 2级
多云,2018年6月16日,23℃,19℃,青岛,东南风 2级
多云,2018年6月17日,22℃,19℃,青岛,东南风 2级
多云,2018年6月18日,23℃,19℃,青岛,东南风 2级
雾,2018年6月19日,22℃,19℃,青岛,南风 3级
晴,2018年6月20日,28℃,20℃,青岛,南风 2级
晴,2018年6月21日,26℃,22℃,青岛,南风 3级
多云,2018年6月22日,28℃,21℃,青岛,东南风 2级
晴,2018年6月23日,28℃,20℃,青岛,南风 3级
晴,2018年6月24日,27℃,21℃,青岛,东南风 3级
小雨,2018年6月25日,25℃,20℃,青岛,东南风 3级
小雨,2018年6月26日,25℃,21℃,青岛,西北风 1级
多云,2018年6月27日,27℃,22℃,青岛,南风 3级
雷阵雨,2018年6月28日,31℃,21℃,青岛,南风 2级
晴,2018年6月29日,27℃,22℃,青岛,东南风 2级
晴,2018年6月30日,26℃,22℃,青岛,东南风 3级
阴,,25℃,16℃,青岛,东南风 3级
阵雨,2018年7月1日,27℃,20℃,青岛,东南风 2级
多云,2018年7月2日,26℃,22℃,青岛,东风 3级
阵雨,2018年7月3日,26℃,22℃,青岛,南风 2级
多云,2018年7月4日,26℃,22℃,青岛,南风 2级
雾,2018年7月5日,27℃,22℃,青岛,东南风 2级
多云,2018年7月6日,28℃,22℃,青岛,东南风 3级
多云,2018年7月7日,27℃,23℃,青岛,东南风 2级
阵雨,2018年7月8日,25℃,22℃,青岛,东南风 2级
大到暴雨,2018年7月9日,24℃,21℃,青岛,西南风 微风
小到中雨,2018年7月10日,25℃,21℃,青岛,北风 1级
雾,2018年7月11日,27℃,23℃,青岛,东南风 3级
多云,2018年7月12日,28℃,24℃,青岛,东南风 2级
雾,2018年7月13日,27℃,24℃,青岛,东南风 2级
多云,2018年7月14日,27℃,24℃,青岛,东南风 2级
晴,2018年7月15日,27℃,24℃,青岛,东南风 2级
晴,2018年7月16日,28℃,25℃,青岛,东南风 2级
多云,2018年7月17日,28℃,25℃,青岛,南风 3级
多云,2018年7月18日,27℃,25℃,青岛,东南风 2级
多云,2018年7月19日,28℃,25℃,青岛,东南风 4级
多云,2018年7月20日,28℃,25℃,青岛,东南风 3级
多云,2018年7月21日,28℃,25℃,青岛,东南风 2级
多云,2018年7月22日,30℃,26℃,青岛,东风 4级
中到大雨,2018年7月23日,28℃,24℃,青岛,东南风 4级
雾,2018年7月25日,29℃,25℃,青岛,东南风 2级
雾,2018年7月24日,29℃,23℃,青岛,东南风 2级
雷阵雨,2018年7月26日,31℃,25℃,青岛,西南风 1级
阵雨,2018年7月27日,31℃,26℃,青岛,东南风 2级
雷阵雨,2018年7月28日,30℃,25℃,青岛,东南风 2级
多云,2018年7月29日,30℃,26℃,青岛,西北风 2级
多云,2018年7月30日,31℃,26℃,青岛,南风 2级
多云,2018年7月31日,31℃,26℃,青岛,南风 1级
晴,2018年8月1日,31℃,26℃,青岛,南风 2级
晴,2018年8月2日,32℃,27℃,青岛,东南风 2级
多云,2018年8月3日,33℃,26℃,青岛,东风 3级
阵雨,2018年8月4日,30℃,27℃,青岛,东南风 2级
多云,2018年8月5日,31℃,27℃,青岛,东南风 2级
晴,2018年8月6日,31℃,27℃,青岛,南风 3级
多云,2018年8月7日,31℃,27℃,青岛,南风 2级
多云,2018年8月8日,31℃,27℃,青岛,南风 3级
雷阵雨,2018年8月9日,33℃,26℃,青岛,西南风 4级
晴,2018年8月10日,34℃,26℃,青岛,南风 1级
多云,2018年8月11日,32℃,26℃,青岛,东南风 4级
多云,2018年8月12日,31℃,26℃,青岛,东南风 3级
阵雨,2018年8月13日,30℃,27℃,青岛,东南风 5级
阴,2018年8月14日,30℃,26℃,青岛,东南风 5级
阵雨,2018年8月15日,30℃,26℃,青岛,西风 2级
多云,2018年8月16日,32℃,26℃,青岛,东北风 3级
阵雨,2018年8月17日,30℃,24℃,青岛,东南风 3级
小雨,2018年8月18日,28℃,25℃,青岛,东风 2级
中雨,2018年8月19日,28℃,25℃,青岛,东南风 3级
阵雨,2018年8月20日,30℃,24℃,青岛,西北风 5级
晴,2018年8月21日,29℃,24℃,青岛,南风 2级
晴,2018年8月22日,30℃,23℃,青岛,北风 2级
多云,2018年8月23日,29℃,23℃,青岛,北风 4级
晴,2018年8月24日,29℃,21℃,青岛,北风 3级
晴,2018年8月25日,28℃,23℃,青岛,东南风 2级
晴,2018年8月26日,28℃,22℃,青岛,东风 2级
小到中雨,2018年8月27日,27℃,24℃,青岛,东风 3级
中到大雨,2018年8月28日,28℃,24℃,青岛,南风 2级
雷阵雨,2018年8月29日,28℃,24℃,青岛,南风 1级
多云,2018年8月30日,29℃,23℃,青岛,东风 3级
多云,2018年8月31日,29℃,24℃,青岛,东南风 2级
多云,2018年9月1日,28℃,23℃,青岛,东南风 2级
多云,2018年9月2日,27℃,24℃,青岛,南风 2级
阵雨,2018年9月3日,29℃,22℃,青岛,西北风 3级
晴,2018年9月4日,29℃,21℃,青岛,西北风 3级
晴,2018年9月5日,29℃,22℃,青岛,西南风 2级
多云,2018年9月6日,28℃,21℃,青岛,西南风 1级
阴,2018年9月7日,25℃,16℃,青岛,东南风 3级
阴,2018年9月8日,25℃,16℃,青岛,东南风 3级
阴,2018年9月9日,25℃,16℃,青岛,东南风 3级
多云,2018年9月10日,26℃,21℃,青岛,东南风 3级
多云,2018年9月11日,25℃,22℃,青岛,南风 4级
阵雨,2018年9月12日,26℃,22℃,青岛,西南风 2级
多云,2018年9月13日,26℃,22℃,青岛,东南风 2级
多云,2018年9月14日,25℃,22℃,青岛,东南风 1级
阴,2018年9月15日,25℃,16℃,青岛,东南风 3级
阵雨,2018年9月16日,22℃,18℃,青岛,北风 2级
多云,2018年9月17日,25℃,19℃,青岛,南风 3级
多云,2018年9月18日,24℃,20℃,青岛,东南风 3级
中雨,2018年9月19日,22℃,20℃,青岛,东风 4级
阵雨,2018年9月20日,24℃,19℃,青岛,北风 1级
晴,2018年9月21日,26℃,18℃,青岛,西南风 2级
晴,2018年9月22日,25℃,18℃,青岛,东北风 2级
晴,2018年9月23日,25℃,16℃,青岛,北风 2级
晴,2018年9月24日,25℃,17℃,青岛,西南风 2级
多云,2018年9月25日,22℃,17℃,青岛,东风 2级
多云,2018年9月26日,24℃,16℃,青岛,东北风 2级
多云,2018年9月27日,23℃,18℃,青岛,东南风 2级
晴,2018年9月29日,24℃,16℃,青岛,西风 4级
阴,2018年9月28日,23℃,18℃,青岛,南风 3级
晴,2018年9月30日,21℃,15℃,青岛,西风 3级
阴,,25℃,16℃,青岛,东南风 3级
晴,2018年10月1日,22℃,15℃,青岛,北风 2级
晴,2018年10月2日,23℃,16℃,青岛,南风 1级
晴,2018年10月3日,24℃,16℃,青岛,南风 3级
晴,2018年10月4日,24℃,16℃,青岛,东南风 4级
晴,2018年10月5日,25℃,17℃,青岛,东北风 4级
晴,2018年10月6日,25℃,15℃,青岛,西北风 4级
多云,2018年10月7日,23℃,16℃,青岛,西风 2级
多云,2018年10月8日,22℃,15℃,青岛,南风 2级
小雨,2018年10月9日,19℃,10℃,青岛,北风 6级
晴,2018年10月10日,16℃,9℃,青岛,北风 4级
晴,2018年10月11日,17℃,10℃,青岛,西北风 2级
晴,2018年10月12日,17℃,13℃,青岛,北风 1级
阴,2018年10月13日,25℃,16℃,青岛,东南风 3级
多云,2018年10月14日,20℃,14℃,青岛,南风 1级
多云,2018年10月15日,20℃,14℃,青岛,西南风 2级
多云,2018年10月16日,21℃,13℃,青岛,西北风 4级
多云,2018年10月17日,17℃,9℃,青岛,北风 3级
晴,2018年10月18日,16℃,10℃,青岛,北风 4级
多云,2018年10月20日,18℃,11℃,青岛,南风 1级
晴,2018年10月19日,17℃,11℃,青岛,东南风 微风
阴,2018年10月21日,19℃,14℃,青岛,东南风 2级
多云,2018年10月22日,20℃,13℃,青岛,西南风 2级
晴,2018年10月23日,19℃,13℃,青岛,东风 2级
晴,2018年10月24日,20℃,16℃,青岛,南风 2级
多云,2018年10月25日,21℃,12℃,青岛,南风 3级
晴,2018年10月26日,15℃,8℃,青岛,西北风 5级
晴,2018年10月27日,15℃,10℃,青岛,西南风 2级
晴,2018年10月28日,17℃,10℃,青岛,北风 1级
晴,2018年10月29日,16℃,7℃,青岛,北风 2级
晴,2018年10月30日,15℃,9℃,青岛,北风 2级
晴,2018年10月31日,15℃,8℃,青岛,东南风 1级
晴,2018年11月1日,17℃,11℃,青岛,南风 2级
晴,2018年11月2日,17℃,12℃,青岛,南风 2级
晴,2018年11月3日,18℃,12℃,青岛,南风 2级
多云,2018年11月4日,18℃,12℃,青岛,东南风 2级
阵雨,2018年11月5日,16℃,9℃,青岛,北风 5级
阵雨,2018年11月6日,13℃,8℃,青岛,北风 3级
多云,2018年11月7日,13℃,8℃,青岛,北风 2级
小雨,2018年11月8日,8℃,5℃,青岛,西北风 4级
晴,2018年11月9日,17℃,8℃,青岛,西南风 3级
多云,2018年11月10日,16℃,9℃,青岛,东南风 2级
阵雨,2018年11月11日,13℃,8℃,青岛,东北风 2级
晴,2018年11月12日,15℃,7℃,青岛,西南风 2级
晴,2018年11月13日,15℃,8℃,青岛,西南风 2级
晴,2018年11月14日,15℃,10℃,青岛,东南风 2级
多云,2018年11月15日,15℃,8℃,青岛,东南风 1级
多云,2018年11月16日,10℃,3℃,青岛,东北风 4级
多云,2018年11月17日,8℃,4℃,青岛,西北风 1级
多云,2018年11月18日,10℃,5℃,青岛,西北风 2级
晴,2018年11月19日,11℃,5℃,青岛,西南风 3级
晴,2018年11月20日,14℃,8℃,青岛,西南风 2级
阵雨,2018年11月21日,11℃,3℃,青岛,东北风 3级
晴,2018年11月22日,10℃,3℃,青岛,西南风 2级
晴,2018年11月23日,12℃,6℃,青岛,西南风 4级
晴,2018年11月24日,12℃,6℃,青岛,西北风 2级
多云,2018年11月25日,14℃,9℃,青岛,东南风 3级
晴,2018年11月26日,15℃,8℃,青岛,西南风 4级
多云,2018年11月27日,14℃,7℃,青岛,东北风 3级
晴,2018年11月28日,14℃,10℃,青岛,东南风 3级
多云,2018年11月29日,13℃,8℃,青岛,东北风 3级
多云,2018年11月30日,14℃,8℃,青岛,东南风 3级
阴,,25℃,16℃,青岛,东南风 3级
阵雨,2018年12月1日,14℃,9℃,青岛,东北风 3级
小雨,2018年12月2日,15℃,10℃,青岛,西北风 微风
多云,2018年12月3日,13℃,4℃,青岛,东北风 5级
多云,2018年12月4日,7℃,2℃,青岛,东北风 4级
阴,2018年12月5日,6℃,2℃,青岛,东北风 3级
雨夹雪,2018年12月6日,4℃,-3℃,青岛,东北风 4级
多云,2018年12月7日,0℃,-5℃,青岛,西北风 4级
晴,2018年12月8日,0℃,-5℃,青岛,西北风 4级
晴,2018年12月9日,1℃,-5℃,青岛,东北风 2级
阴,2018年12月10日,4℃,-1℃,青岛,东北风 2级
阵雪,2018年12月11日,2℃,-5℃,青岛,西北风 4级
晴,2018年12月12日,1℃,-4℃,青岛,西北风 3级
晴,2018年12月13日,4℃,-3℃,青岛,东北风 3级
晴,2018年12月14日,2℃,-3℃,青岛,东南风 2级
多云,2018年12月15日,7℃,2℃,青岛,西南风 3级
晴,2018年12月16日,7℃,2℃,青岛,西北风 2级
晴,2018年12月17日,7℃,3℃,青岛,西北风 2级
晴,2018年12月18日,8℃,4℃,青岛,西南风 1级
多云,2018年12月19日,10℃,3℃,青岛,东北风 3级
多云,2018年12月20日,10℃,7℃,青岛,东南风 3级
雾,2018年12月21日,11℃,3℃,青岛,西北风 3级
雾,2018年12月22日,6℃,3℃,青岛,西北风 3级
晴,2018年12月23日,5℃,-3℃,青岛,西北风 4级
晴,2018年12月24日,4℃,3℃,青岛,西南风 3级
阴,2018年12月25日,8℃,-1℃,青岛,西南风 3级
阴,2018年12月26日,1℃,-4℃,青岛,东北风 4级
多云,2018年12月27日,-2℃,-5℃,青岛,西北风 7级
阴,2018年12月28日,-3℃,-6℃,青岛,西北风 6级
晴,2018年12月29日,-1℃,-6℃,青岛,西北风 5级
多云,2018年12月30日,-1℃,-6℃,青岛,东北风 3级
阴,2018年12月31日,0℃,-5℃,青岛,西北风 4级
多云,2019年1月1日,0℃,-4℃,青岛,东北风 3级
晴,2019年1月2日,1℃,-2℃,青岛,东北风 1级
多云,2019年1月3日,4℃,0℃,青岛,西南风 2级
小雪,2019年1月4日,2℃,-2℃,青岛,西北风 4级
多云,2019年1月5日,3℃,-2℃,青岛,西北风 2级
晴,2019年1月6日,2℃,-1℃,青岛,东北风 微风
多云,2019年1月7日,2℃,-3℃,青岛,西北风 4级
多云,2019年1月8日,2℃,-2℃,青岛,东北风 4级
阴,2019年1月9日,1℃,-1℃,青岛,西南风 2级
阴,2019年1月10日,3℃,1℃,青岛,西南风 2级
小雪,2019年1月11日,2℃,0℃,青岛,西北风 2级
雾,2019年1月12日,1℃,0℃,青岛,西北风 2级
雾,2019年1月13日,2℃,0℃,青岛,西北风 4级
雾,2019年1月14日,3℃,-2℃,青岛,北风 微风
多云,2019年1月15日,0℃,-4℃,青岛,东北风 4级
阴,2019年1月16日,0℃,-5℃,青岛,西北风 1级
阴,2019年1月17日,4℃,1℃,青岛,西南风 2级
晴,2019年1月18日,6℃,1℃,青岛,东南风 3级
阴,2019年1月19日,6℃,0℃,青岛,西北风 4级
晴,2019年1月20日,3℃,-3℃,青岛,西北风 3级
晴,2019年1月21日,6℃,0℃,青岛,西北风 2级
晴,2019年1月22日,8℃,0℃,青岛,西南风 2级
晴,2019年1月23日,10℃,2℃,青岛,东南风 2级
多云,2019年1月24日,8℃,0℃,青岛,东南风 2级
阴,2019年1月25日,3℃,-3℃,青岛,东北风 4级
多云,2019年1月27日,5℃,0℃,青岛,西南风 2级
晴,2019年1月26日,3℃,-3℃,青岛,东北风 2级
多云,2019年1月28日,5℃,0℃,青岛,西北风 3级
多云,2019年1月29日,5℃,2℃,青岛,东南风 2级
雨夹雪,2019年1月30日,6℃,-1℃,青岛,西北风 2级
阴,2019年1月31日,1℃,-3℃,青岛,西北风 2级
晴,2019年2月1日,6℃,2℃,青岛,西南风 4级
阴,2019年2月2日,5℃,2℃,青岛,西南风 2级
多云,2019年2月3日,3℃,-2℃,青岛,西北风 5级
阴,2019年2月4日,6℃,2℃,青岛,西南风 4级
多云,2019年2月5日,7℃,3℃,青岛,东南风 4级
雾,2019年2月6日,4℃,-4℃,青岛,西北风 5级
阴,2019年2月7日,-1℃,-6℃,青岛,西北风 5级
阴,2019年2月8日,-2℃,-5℃,青岛,西北风 3级
多云,2019年2月9日,0℃,-4℃,青岛,东北风 3级
阴,2019年2月10日,-1℃,-4℃,青岛,西南风 2级
晴,2019年2月11日,3℃,0℃,青岛,东南风 3级
阴,2019年2月12日,4℃,0℃,青岛,东南风 2级
阴,2019年2月13日,4℃,-2℃,青岛,西北风 2级
多云,2019年2月14日,0℃,0℃,青岛,西南风 2级
