date,climate,max_temp,min_temp,site,wind,week
2019-03-31,晴,14℃,1℃,潍坊,东南风 2级,星期日
2019-03-31,晴,15℃,2℃,泰安,东南风 1级,星期日
2019-03-31,晴,15℃,4℃,淄博,东南风 2级,星期日
2019-03-31,晴,16℃,4℃,临沂,西北风 3级,星期日
2019-03-31,晴,16℃,7℃,济宁,南风 微风,星期日
2019-03-31,晴,8℃,3℃,威海,西北风 1级,星期日
2019-03-31,晴,12℃,6℃,青岛,东南风 2级,星期日
2019-03-31,晴,16℃,5℃,聊城,西南风 1级,星期日
2019-04-01,晴,17℃,6℃,聊城,西南风 1级,星期一
2019-04-01,晴,16℃,6℃,日照,东北风 3级,星期一
2019-04-01,晴,15℃,3℃,潍坊,东南风 1级,星期一
2019-04-01,晴,20℃,6℃,临沂,东北风 4级,星期一
2019-04-01,阴,11℃,2℃,烟台,西北风 1级,星期一
2019-04-01,晴,20℃,8℃,济宁,北风 微风,星期一
2019-04-01,多云,16℃,7℃,青岛,东南风 5级,星期一
2019-04-01,晴,20℃,7℃,枣庄,东北风 1级,星期一
2019-04-01,晴,18℃,8℃,济南,东北风 1级,星期一
2019-04-01,晴,20℃,4℃,泰安,东北风 3级,星期一
2019-04-01,晴,16℃,4℃,北京,东南风 2级,星期一
2019-04-01,晴,12℃,6℃,东营,东南风 2级,星期一
2019-04-01,晴,15℃,4℃,滨州,东南风 3级,星期一
2019-04-01,晴,19℃,9℃,菏泽,东北风 2级,星期一
2019-04-01,晴,16℃,4℃,淄博,东南风 3级,星期一
2019-04-01,阴,10℃,2℃,威海,西南风 1级,星期一
2019-04-01,阴,17℃,6℃,德州,东南风 3级,星期一
2019-04-02,晴,19℃,3℃,潍坊,东北风 3级,星期二
2019-04-02,多云,18℃,4℃,德州,东北风 2级,星期二
2019-04-02,晴,18℃,3℃,北京,东南风 2级,星期二
2019-04-02,晴,19℃,6℃,济南,东北风 2级,星期二
2019-04-02,晴,12℃,6℃,日照,东北风 3级,星期二
2019-04-02,晴,18℃,3℃,淄博,东北风 3级,星期二
2019-04-02,多云,15℃,6℃,临沂,东南风 3级,星期二
2019-04-02,多云,14℃,1℃,烟台,西南风 2级,星期二
2019-04-02,阴,19℃,8℃,枣庄,东北风 1级,星期二
2019-04-02,晴,11℃,6℃,青岛,东南风 3级,星期二
2019-04-02,阴,19℃,9℃,菏泽,东北风 2级,星期二
2019-04-02,多云,17℃,4℃,东营,东南风 3级,星期二
2019-04-02,多云,18℃,2℃,滨州,东南风 3级,星期二
2019-04-02,晴,19℃,3℃,聊城,东北风 3级,星期二
2019-04-02,多云,12℃,3℃,威海,西北风 微风,星期二
2019-04-02,晴,19℃,6℃,泰安,东北风 3级,星期二
2019-04-02,阴,21℃,8℃,济宁,西北风 2级,星期二
2019-04-03,晴,14℃,7℃,烟台,西南风 5级,星期三
2019-04-03,多云,13℃,6℃,日照,西南风 1级,星期三
2019-04-03,晴,20℃,8℃,泰安,西南风 1级,星期三
2019-04-03,晴,19℃,10℃,济宁,东南风 1级,星期三
2019-04-03,晴,21℃,10℃,淄博,南风 微风,星期三
2019-04-03,晴,21℃,15℃,济南,西南风 2级,星期三
2019-04-03,晴,11℃,6℃,威海,西南风 3级,星期三
2019-04-03,晴,20℃,9℃,聊城,东南风 1级,星期三
2019-04-03,晴,20℃,10℃,滨州,南风 微风,星期三
2019-04-03,晴,12℃,8℃,青岛,东南风 4级,星期三
2019-04-03,多云,20℃,10℃,菏泽,东南风 3级,星期三
2019-04-03,多云,18℃,7℃,枣庄,东南风 3级,星期三
2019-04-03,晴,18℃,6℃,临沂,东南风 2级,星期三
2019-04-03,晴,20℃,10℃,东营,西南风 1级,星期三
2019-04-03,晴,20℃,11℃,德州,西南风 3级,星期三
2019-04-03,晴,19℃,8℃,潍坊,东南风 3级,星期三
2019-04-03,晴,19℃,9℃,北京,西南风 3级,星期三
2019-04-04,多云,22℃,9℃,泰安,西南风 1级,星期四
2019-04-04,阴,24℃,12℃,德州,东南风 3级,星期四
2019-04-04,多云,17℃,10℃,日照,西南风 3级,星期四
2019-04-04,扬沙,28℃,9℃,北京,西北风 3级,星期四
2019-04-04,晴,23℃,10℃,聊城,西南风 2级,星期四
2019-04-04,晴,23℃,15℃,济南,西南风 3级,星期四
2019-04-04,晴,22℃,9℃,烟台,西南风 6级,星期四
2019-04-04,阴,22℃,12℃,菏泽,南风 3级,星期四
2019-04-04,晴,24℃,11℃,淄博,西南风 3级,星期四
2019-04-04,晴,25℃,11℃,东营,西南风 3级,星期四
2019-04-04,晴,26℃,12℃,潍坊,西南风 3级,星期四
2019-04-04,晴,20℃,7℃,威海,西南风 5级,星期四
2019-04-04,多云,20℃,9℃,临沂,西南风 2级,星期四
2019-04-04,晴,13℃,9℃,青岛,西南风 4级,星期四
2019-04-04,晴,22℃,10℃,济宁,西北风 2级,星期四
2019-04-04,晴,24℃,10℃,滨州,西南风 3级,星期四
2019-04-04,多云,21℃,9℃,枣庄,西南风 3级,星期四
2019-04-05,扬沙,23℃,10℃,滨州,东北风 3级,星期五
2019-04-05,晴,22℃,10℃,潍坊,东南风 4级,星期五
2019-04-05,晴,27℃,17℃,济南,东南风 5级,星期五
2019-04-05,晴,25℃,16℃,淄博,西南风 4级,星期五
2019-04-05,晴,25℃,16℃,菏泽,西南风 3级,星期五
2019-04-05,扬沙,15℃,7℃,烟台,东南风 2级,星期五
2019-04-05,扬沙,14℃,7℃,威海,西北风 1级,星期五
2019-04-05,晴,16℃,10℃,青岛,东南风 4级,星期五
2019-04-05,扬沙,20℃,8℃,北京,东北风 4级,星期五
2019-04-05,多云,23℃,16℃,济宁,东南风 1级,星期五
2019-04-05,多云,24℃,13℃,临沂,东南风 3级,星期五
2019-04-05,扬沙,24℃,11℃,德州,东南风 2级,星期五
2019-04-05,扬沙,20℃,10℃,东营,东南风 5级,星期五
2019-04-05,晴,24℃,11℃,聊城,东南风 3级,星期五
2019-04-05,晴,24℃,14℃,枣庄,东南风 2级,星期五
2019-04-05,晴,19℃,11℃,日照,东南风 2级,星期五
2019-04-05,多云,26℃,11℃,泰安,西北风 1级,星期五
2019-04-06,阴,18℃,9℃,淄博,东北风 2级,星期六
2019-04-06,阴,15℃,5℃,烟台,东北风 3级,星期六
2019-04-06,晴,19℃,10℃,菏泽,西北风 3级,星期六
2019-04-06,多云,18℃,8℃,聊城,东北风 3级,星期六
2019-04-06,阴,13℃,6℃,威海,东北风 2级,星期六
2019-04-06,阴,16℃,8℃,东营,东北风 2级,星期六
2019-04-06,雾,21℃,9℃,日照,东北风 6级,星期六
2019-04-06,多云,22℃,13℃,济宁,西北风 3级,星期六
2019-04-06,晴,21℃,9℃,青岛,西南风 2级,星期六
2019-04-06,多云,20℃,7℃,北京,西南风 2级,星期六
2019-04-06,多云,26℃,11℃,枣庄,西北风 3级,星期六
2019-04-06,阴,18℃,10℃,济南,东北风 3级,星期六
2019-04-06,阴,17℃,8℃,滨州,东北风 3级,星期六
2019-04-06,多云,17℃,8℃,德州,东南风 2级,星期六
2019-04-06,多云,27℃,11℃,临沂,东北风 5级,星期六
2019-04-06,多云,25℃,10℃,泰安,东北风 4级,星期六
2019-04-06,阴,20℃,8℃,潍坊,西北风 3级,星期六
2019-04-07,晴,21℃,10℃,德州,东北风 1级,星期日
2019-04-07,多云,18℃,8℃,潍坊,东南风 3级,星期日
2019-04-07,多云,11℃,5℃,烟台,西南风 3级,星期日
2019-04-07,晴,18℃,8℃,东营,东南风 3级,星期日
2019-04-07,阴,15℃,9℃,青岛,东南风 3级,星期日
2019-04-07,晴,24℃,14℃,菏泽,东南风 2级,星期日
2019-04-07,多云,21℃,11℃,聊城,东北风 微风,星期日
2019-04-07,阴,11℃,5℃,威海,东北风 2级,星期日
2019-04-07,多云,23℃,13℃,泰安,西南风 2级,星期日
2019-04-07,多云,19℃,6℃,北京,东南风 3级,星期日
2019-04-07,多云,23℃,13℃,济南,西北风 2级,星期日
2019-04-07,阴,21℃,10℃,枣庄,东南风 2级,星期日
2019-04-07,多云,23℃,14℃,济宁,东南风 1级,星期日
2019-04-07,多云,17℃,9℃,临沂,东南风 3级,星期日
2019-04-07,多云,21℃,9℃,滨州,东北风 3级,星期日
2019-04-07,阴,12℃,8℃,日照,东北风 1级,星期日
2019-04-07,多云,23℃,10℃,淄博,东北风 1级,星期日
2019-04-08,阴,14℃,4℃,滨州,东北风 4级,星期一
2019-04-08,阴,18℃,6℃,菏泽,东北风 5级,星期一
2019-04-08,阴,17℃,5℃,潍坊,东南风 3级,星期一
2019-04-08,阴,15℃,4℃,聊城,东北风 5级,星期一
2019-04-08,阴,22℃,8℃,枣庄,东南风 7级,星期一
2019-04-08,阴,14℃,2℃,德州,东北风 2级,星期一
2019-04-08,阴,11℃,6℃,烟台,东北风 3级,星期一
2019-04-08,阴,13℃,4℃,东营,东北风 3级,星期一
2019-04-08,阴,17℃,4℃,淄博,东北风 3级,星期一
2019-04-08,阴,11℃,6℃,威海,东南风 1级,星期一
2019-04-08,阴,12℃,8℃,日照,东北风 4级,星期一
2019-04-08,阴,19℃,5℃,泰安,东北风 5级,星期一
2019-04-08,阴,14℃,7℃,青岛,东南风 4级,星期一
2019-04-08,阴,16℃,5℃,济南,东北风 2级,星期一
2019-04-08,阴,20℃,7℃,济宁,东南风 3级,星期一
2019-04-08,阴,17℃,7℃,临沂,东北风 4级,星期一
2019-04-08,阴,16℃,5℃,北京,东南风 3级,星期一
2019-04-09,阴,7℃,2℃,德州,西南风 1级,星期二
2019-04-09,阴,8℃,4℃,枣庄,东北风 3级,星期二
2019-04-09,阴,6℃,4℃,东营,东北风 3级,星期二
2019-04-09,阴,8℃,3℃,北京,西北风 2级,星期二
2019-04-09,阴,7℃,5℃,威海,东北风 4级,星期二
2019-04-09,阴,6℃,2℃,淄博,东北风 3级,星期二
2019-04-09,阴,6℃,2℃,聊城,西北风 2级,星期二
2019-04-09,阴,6℃,4℃,烟台,东北风 4级,星期二
2019-04-09,阴,11℃,5℃,青岛,东北风 5级,星期二
2019-04-09,阴,7℃,4℃,潍坊,东北风 3级,星期二
2019-04-09,阴,7℃,4℃,济宁,西北风 3级,星期二
2019-04-09,阴,6℃,5℃,临沂,东北风 4级,星期二
2019-04-09,阴,7℃,2℃,泰安,东北风 2级,星期二
2019-04-09,阴,5℃,2℃,济南,东北风 4级,星期二
2019-04-09,阴,6℃,3℃,菏泽,西北风 3级,星期二
2019-04-09,阴,6℃,2℃,滨州,东北风 2级,星期二
2019-04-09,阴,7℃,5℃,日照,东北风 6级,星期二
2019-04-10,多云,14℃,6℃,济南,东南风 1级,星期三
2019-04-10,晴,13℃,5℃,威海,西南风 4级,星期三
2019-04-10,多云,14℃,6℃,泰安,西南风 1级,星期三
2019-04-10,多云,14℃,6℃,淄博,北风 微风,星期三
2019-04-10,多云,15℃,7℃,临沂,东南风 1级,星期三
2019-04-10,多云,15℃,7℃,济宁,西风 2级,星期三
2019-04-10,多云,15℃,8℃,枣庄,西南风 2级,星期三
2019-04-10,多云,13℃,6℃,聊城,东南风 1级,星期三
2019-04-10,多云,17℃,8℃,北京,西南风 2级,星期三
2019-04-10,多云,13℃,6℃,菏泽,东南风 2级,星期三
2019-04-10,阴,15℃,6℃,滨州,东南风 1级,星期三
2019-04-10,多云,15℃,4℃,潍坊,东南风 微风,星期三
2019-04-10,多云,15℃,7℃,日照,东北风 1级,星期三
2019-04-10,多云,14℃,7℃,青岛,西北风 3级,星期三
2019-04-10,阴,14℃,7℃,德州,东南风 2级,星期三
2019-04-10,多云,14℃,4℃,烟台,西南风 1级,星期三
2019-04-10,多云,15℃,6℃,东营,东南风 1级,星期三
2019-04-11,阴,15℃,7℃,济宁,西北风 1级,星期四
2019-04-11,多云,16℃,3℃,潍坊,西北风 1级,星期四
2019-04-11,阴,15℃,5℃,东营,西北风 微风,星期四
2019-04-11,阴,16℃,7℃,枣庄,西北风 1级,星期四
2019-04-11,阴,11℃,3℃,滨州,东南风 1级,星期四
2019-04-11,阴,15℃,5℃,临沂,东北风 3级,星期四
2019-04-11,多云,13℃,7℃,青岛,西南风 2级,星期四
2019-04-11,阴,13℃,6℃,日照,东北风 2级,星期四
2019-04-11,阴,18℃,6℃,北京,西南风 2级,星期四
2019-04-11,阴,14℃,4℃,烟台,西南风 3级,星期四
2019-04-11,阴,14℃,6℃,济南,东南风 1级,星期四
2019-04-11,阴,12℃,3℃,淄博,南风 微风,星期四
2019-04-11,阴,16℃,4℃,聊城,北风 微风,星期四
2019-04-11,多云,14℃,6℃,威海,西南风 3级,星期四
2019-04-11,多云,18℃,5℃,菏泽,东北风 1级,星期四
2019-04-11,阴,15℃,5℃,德州,北风 微风,星期四
2019-04-11,阴,14℃,3℃,泰安,东北风 1级,星期四
2019-04-12,多云,18℃,10℃,潍坊,东南风 2级,星期五
2019-04-12,雾,18℃,10℃,滨州,东南风 1级,星期五
2019-04-12,多云,17℃,11℃,菏泽,东南风 2级,星期五
2019-04-12,多云,18℃,12℃,德州,东南风 3级,星期五
2019-04-12,雾,16℃,11℃,泰安,西南风 1级,星期五
2019-04-12,阴,13℃,10℃,青岛,东南风 4级,星期五
2019-04-12,多云,13℃,10℃,日照,东南风 2级,星期五
2019-04-12,多云,22℃,9℃,北京,西南风 3级,星期五
2019-04-12,雾,16℃,11℃,临沂,东南风 1级,星期五
2019-04-12,多云,17℃,10℃,东营,东南风 3级,星期五
2019-04-12,多云,19℃,14℃,济南,东南风 4级,星期五
2019-04-12,多云,19℃,12℃,淄博,西南风 3级,星期五
2019-04-12,多云,16℃,11℃,聊城,西南风 3级,星期五
2019-04-12,晴,15℃,8℃,威海,西南风 4级,星期五
2019-04-12,多云,17℃,10℃,枣庄,东南风 3级,星期五
2019-04-12,多云,18℃,8℃,烟台,西南风 4级,星期五
2019-04-12,多云,16℃,13℃,济宁,南风 微风,星期五
2019-04-13,多云,20℃,11℃,临沂,西南风 2级,星期六
2019-04-13,阴,21℃,8℃,淄博,东北风 3级,星期六
2019-04-13,阴,22℃,12℃,菏泽,北风 微风,星期六
2019-04-13,阴,20℃,9℃,泰安,西南风 1级,星期六
2019-04-13,多云,20℃,8℃,烟台,西南风 2级,星期六
2019-04-13,多云,13℃,10℃,青岛,东南风 3级,星期六
2019-04-13,阴,18℃,11℃,日照,东北风 1级,星期六
2019-04-13,阴,21℃,9℃,东营,西北风 2级,星期六
2019-04-13,多云,21℃,13℃,枣庄,西南风 1级,星期六
2019-04-13,阴,21℃,9℃,潍坊,西北风 4级,星期六
2019-04-13,阴,20℃,8℃,聊城,北风 1级,星期六
2019-04-13,多云,19℃,7℃,威海,西南风 4级,星期六
2019-04-13,阴,21℃,12℃,济宁,西北风 1级,星期六
2019-04-13,多云,21℃,7℃,北京,西北风 4级,星期六
2019-04-13,阴,19℃,10℃,德州,西北风 1级,星期六
2019-04-13,阴,19℃,10℃,济南,西北风 2级,星期六
2019-04-13,阴,21℃,8℃,滨州,西北风 3级,星期六
2019-04-14,晴,21℃,10℃,德州,东南风 2级,星期日
2019-04-14,多云,21℃,8℃,济宁,北风 微风,星期日
2019-04-14,多云,20℃,7℃,日照,西南风 2级,星期日
2019-04-14,晴,20℃,7℃,淄博,西南风 微风,星期日
2019-04-14,晴,22℃,6℃,泰安,西南风 1级,星期日
2019-04-14,阴,16℃,8℃,烟台,西南风 2级,星期日
2019-04-14,阴,20℃,8℃,潍坊,东南风 1级,星期日
2019-04-14,多云,18℃,10℃,青岛,西北风 2级,星期日
2019-04-14,多云,20℃,8℃,菏泽,西南风 1级,星期日
2019-04-14,晴,20℃,8℃,东营,西南风 1级,星期日
2019-04-14,晴,20℃,6℃,临沂,西南风 2级,星期日
2019-04-14,晴,21℃,13℃,济南,西南风 3级,星期日
2019-04-14,晴,22℃,8℃,北京,西南风 4级,星期日
2019-04-14,多云,14℃,8℃,威海,西南风 3级,星期日
2019-04-14,多云,22℃,7℃,枣庄,西北风 1级,星期日
2019-04-14,晴,21℃,9℃,滨州,东南风 微风,星期日
2019-04-14,晴,21℃,8℃,聊城,西南风 1级,星期日
2019-04-15,多云,24℃,13℃,淄博,西南风 2级,星期一
2019-04-15,多云,26℃,12℃,北京,东南风 3级,星期一
2019-04-15,多云,22℃,6℃,泰安,西南风 1级,星期一
2019-04-15,晴,23℃,14℃,济南,东南风 3级,星期一
2019-04-15,晴,24℃,11℃,烟台,西南风 3级,星期一
2019-04-15,晴,23℃,12℃,德州,西南风 3级,星期一
2019-04-15,晴,15℃,10℃,青岛,西南风 3级,星期一
2019-04-15,晴,26℃,10℃,潍坊,西南风 3级,星期一
2019-04-15,晴,24℃,10℃,威海,西南风 5级,星期一
2019-04-15,多云,21℃,12℃,菏泽,西南风 4级,星期一
2019-04-15,多云,21℃,12℃,临沂,西南风 2级,星期一
2019-04-15,晴,21℃,11℃,枣庄,东南风 2级,星期一
2019-04-15,晴,22℃,12℃,聊城,东南风 2级,星期一
2019-04-15,晴,25℃,12℃,东营,西南风 3级,星期一
2019-04-15,晴,24℃,12℃,滨州,西南风 2级,星期一
2019-04-15,多云,21℃,13℃,济宁,东南风 2级,星期一
2019-04-15,多云,21℃,10℃,日照,西南风 3级,星期一
2019-04-16,阴,21℃,11℃,枣庄,东南风 2级,星期二
2019-04-16,多云,25℃,14℃,北京,西南风 1级,星期二
2019-04-16,阴,22℃,11℃,泰安,西南风 微风,星期二
2019-04-16,阴,25℃,15℃,德州,东南风 3级,星期二
2019-04-16,晴,25℃,13℃,菏泽,东南风 2级,星期二
2019-04-16,阴,23℃,13℃,聊城,东南风 2级,星期二
2019-04-16,阴,24℃,11℃,淄博,西南风 1级,星期二
2019-04-16,阴,19℃,10℃,烟台,东南风 2级,星期二
2019-04-16,阴,24℃,16℃,济南,东南风 2级,星期二
2019-04-16,阴,22℃,13℃,济宁,东南风 3级,星期二
2019-04-16,阴,17℃,11℃,威海,东南风 3级,星期二
2019-04-16,阴,20℃,11℃,潍坊,东南风 3级,星期二
2019-04-16,阴,20℃,10℃,临沂,东南风 3级,星期二
2019-04-16,晴,14℃,10℃,日照,东北风 1级,星期二
2019-04-16,阴,23℃,11℃,滨州,东南风 2级,星期二
2019-04-16,阴,13℃,9℃,青岛,东南风 3级,星期二
2019-04-16,多云,23℃,11℃,东营,东南风 3级,星期二
2019-04-17,多云,23℃,15℃,临沂,西南风 3级,星期三
2019-04-17,晴,25℃,16℃,聊城,东北风 2级,星期三
2019-04-17,晴,27℃,16℃,东营,东南风 2级,星期三
2019-04-17,晴,25℃,15℃,潍坊,东南风 2级,星期三
2019-04-17,晴,28℃,15℃,滨州,东南风 2级,星期三
2019-04-17,晴,26℃,16℃,德州,东南风 4级,星期三
2019-04-17,多云,25℃,16℃,北京,东北风 1级,星期三
2019-04-17,多云,17℃,10℃,威海,西南风 7级,星期三
2019-04-17,晴,24℃,15℃,枣庄,东南风 3级,星期三
2019-04-17,雾,14℃,12℃,青岛,东南风 5级,星期三
2019-04-17,晴,27℃,18℃,菏泽,东南风 4级,星期三
2019-04-17,晴,25℃,18℃,济宁,东南风 2级,星期三
2019-04-17,晴,27℃,18℃,济南,东南风 6级,星期三
2019-04-17,晴,27℃,16℃,淄博,西南风 3级,星期三
2019-04-17,多云,20℃,11℃,烟台,西南风 4级,星期三
2019-04-17,晴,26℃,15℃,泰安,西北风 3级,星期三
2019-04-17,晴,17℃,15℃,日照,东北风 1级,星期三
2019-04-18,晴,21℃,10℃,淄博,东南风 4级,星期四
2019-04-18,多云,15℃,8℃,威海,西北风 3级,星期四
2019-04-18,晴,27℃,12℃,济南,东北风 4级,星期四
2019-04-18,多云,23℃,10℃,北京,西南风 2级,星期四
2019-04-18,晴,18℃,9℃,潍坊,东北风 3级,星期四
2019-04-18,扬沙,20℃,11℃,德州,东南风 4级,星期四
2019-04-18,多云,24℃,11℃,日照,东北风 5级,星期四
2019-04-18,多云,29℃,15℃,济宁,东北风 3级,星期四
2019-04-18,晴,29℃,12℃,枣庄,东北风 5级,星期四
2019-04-18,多云,18℃,11℃,滨州,东南风 4级,星期四
2019-04-18,扬沙,25℃,12℃,聊城,东北风 5级,星期四
2019-04-18,扬沙,17℃,11℃,东营,东北风 5级,星期四
2019-04-18,晴,27℃,12℃,泰安,东北风 5级,星期四
2019-04-18,多云,21℃,10℃,青岛,东南风 2级,星期四
2019-04-18,多云,14℃,8℃,烟台,东北风 2级,星期四
2019-04-18,多云,27℃,12℃,临沂,东北风 5级,星期四
2019-04-18,晴,27℃,11℃,菏泽,北风 3级,星期四
2019-04-19,阴,12℃,7℃,烟台,东南风 2级,星期五
2019-04-19,阴,15℃,9℃,聊城,西北风 1级,星期五
2019-04-19,晴,20℃,12℃,济南,东南风 1级,星期五
2019-04-19,多云,19℃,10℃,潍坊,东北风 1级,星期五
2019-04-19,多云,20℃,13℃,济宁,西南风 1级,星期五
2019-04-19,晴,18℃,9℃,日照,东北风 2级,星期五
2019-04-19,阴,17℃,10℃,德州,北风 微风,星期五
2019-04-19,多云,18℃,10℃,滨州,东南风 3级,星期五
2019-04-19,多云,17℃,10℃,泰安,东北风 2级,星期五
2019-04-19,阴,16℃,10℃,菏泽,西北风 2级,星期五
2019-04-19,晴,16℃,10℃,青岛,东南风 3级,星期五
2019-04-19,多云,19℃,11℃,淄博,东北风 1级,星期五
2019-04-19,多云,19℃,10℃,临沂,东南风 3级,星期五
2019-04-19,阴,12℃,6℃,威海,西南风 微风,星期五
2019-04-19,多云,16℃,11℃,东营,东北风 2级,星期五
2019-04-19,多云,19℃,10℃,枣庄,东南风 2级,星期五
2019-04-19,阴,17℃,10℃,北京,西南风 4级,星期五
2019-04-20,多云,22℃,11℃,滨州,东北风 2级,星期六
2019-04-20,多云,23℃,12℃,淄博,东北风 2级,星期六
2019-04-20,多云,20℃,9℃,烟台,东北风 1级,星期六
2019-04-20,阴,24℃,14℃,泰安,西北风 微风,星期六
2019-04-20,阴,23℃,11℃,聊城,东北风 3级,星期六
2019-04-20,阴,23℃,11℃,东营,东北风 2级,星期六
2019-04-20,多云,24℃,13℃,济南,东北风 2级,星期六
2019-04-20,多云,22℃,14℃,临沂,东南风 3级,星期六
2019-04-20,阴,23℃,15℃,枣庄,东南风 1级,星期六
2019-04-20,多云,24℃,13℃,潍坊,东北风 1级,星期六
2019-04-20,多云,22℃,13℃,菏泽,东风 2级,星期六
2019-04-20,阴,20℃,12℃,德州,西北风 2级,星期六
2019-04-20,多云,19℃,9℃,威海,东北风 微风,星期六
2019-04-20,阴,13℃,8℃,北京,南风 2级,星期六
2019-04-20,多云,15℃,12℃,日照,东北风 3级,星期六
2019-04-20,多云,22℃,15℃,济宁,西北风 1级,星期六
2019-04-20,多云,14℃,12℃,青岛,东南风 3级,星期六
2019-04-21,阴,20℃,12℃,德州,东南风 1级,星期日
2019-04-21,阴,20℃,12℃,聊城,东北风 2级,星期日
2019-04-21,阴,21℃,8℃,北京,东南风 2级,星期日
2019-04-21,阴,16℃,11℃,青岛,东南风 3级,星期日
2019-04-21,阴,17℃,11℃,东营,东北风 1级,星期日
2019-04-21,雾,14℃,12℃,日照,东北风 2级,星期日
2019-04-21,阴,17℃,15℃,菏泽,西北风 1级,星期日
2019-04-21,阴,19℃,11℃,淄博,东北风 1级,星期日
2019-04-21,雾,13℃,7℃,威海,东北风 微风,星期日
2019-04-21,雾,12℃,9℃,烟台,东南风 2级,星期日
2019-04-21,阴,23℃,14℃,泰安,东南风 1级,星期日
2019-04-21,阴,18℃,13℃,临沂,东南风 2级,星期日
2019-04-21,阴,19℃,16℃,济宁,西北风 1级,星期日
2019-04-21,阴,20℃,11℃,滨州,东南风 2级,星期日
2019-04-21,阴,21℃,15℃,枣庄,东南风 3级,星期日
2019-04-21,阴,19℃,12℃,潍坊,东北风 1级,星期日
2019-04-21,阴,20℃,13℃,济南,东南风 1级,星期日
2019-04-22,阴,23℃,14℃,泰安,东北风 2级,星期一
2019-04-22,多云,27℃,15℃,淄博,西南风 1级,星期一
2019-04-22,多云,25℃,15℃,东营,东南风 4级,星期一
2019-04-22,多云,26℃,16℃,济南,东南风 3级,星期一
2019-04-22,阴,20℃,15℃,济宁,东南风 1级,星期一
2019-04-22,阴,19℃,14℃,临沂,东北风 2级,星期一
2019-04-22,多云,22℃,12℃,威海,西南风 3级,星期一
2019-04-22,阴,16℃,13℃,日照,东北风 2级,星期一
2019-04-22,多云,15℃,12℃,青岛,东南风 2级,星期一
2019-04-22,多云,26℃,15℃,滨州,西南风 1级,星期一
2019-04-22,多云,22℃,13℃,烟台,西南风 3级,星期一
2019-04-22,阴,18℃,15℃,枣庄,东南风 3级,星期一
2019-04-22,多云,25℃,8℃,北京,西南风 3级,星期一
2019-04-22,阴,23℃,16℃,聊城,东南风 2级,星期一
2019-04-22,多云,25℃,14℃,潍坊,东南风 4级,星期一
2019-04-22,阴,19℃,15℃,菏泽,东南风 2级,星期一
2019-04-22,多云,24℃,16℃,德州,东南风 2级,星期一
2019-04-23,阴,23℃,15℃,德州,西南风 微风,星期二
2019-04-23,阴,20℃,17℃,济宁,东北风 1级,星期二
2019-04-23,阴,17℃,10℃,烟台,东南风 3级,星期二
2019-04-23,多云,23℃,14℃,淄博,东北风 1级,星期二
2019-04-23,阴,17℃,10℃,威海,东南风 2级,星期二
2019-04-23,阴,13℃,12℃,日照,东北风 4级,星期二
2019-04-23,阴,22℃,15℃,聊城,东南风 1级,星期二
2019-04-23,阴,14℃,12℃,青岛,东南风 3级,星期二
2019-04-23,多云,25℃,16℃,北京,西南风 2级,星期二
2019-04-23,阴,21℃,14℃,临沂,东北风 2级,星期二
2019-04-23,阴,22℃,15℃,枣庄,西南风 1级,星期二
2019-04-23,阴,22℃,16℃,济南,西南风 2级,星期二
2019-04-23,阴,23℃,16℃,菏泽,东南风 2级,星期二
2019-04-23,阴,24℃,13℃,东营,东南风 3级,星期二
2019-04-23,阴,22℃,15℃,泰安,西南风 1级,星期二
2019-04-23,阴,20℃,12℃,潍坊,东南风 2级,星期二
2019-04-23,阴,25℃,14℃,滨州,东南风 3级,星期二
2019-04-24,阴,18℃,6℃,北京,东北风 3级,星期三
2019-04-24,阴,19℃,12℃,临沂,东南风 2级,星期三
2019-04-24,阴,15℃,7℃,烟台,东北风 4级,星期三
2019-04-24,多云,18℃,8℃,威海,西北风 3级,星期三
2019-04-24,多云,25℃,7℃,聊城,东北风 3级,星期三
2019-04-24,雾,15℃,10℃,日照,东南风 1级,星期三
2019-04-24,多云,26℃,10℃,菏泽,东南风 3级,星期三
2019-04-24,多云,20℃,8℃,东营,东北风 5级,星期三
2019-04-24,阴,20℃,8℃,潍坊,东北风 3级,星期三
2019-04-24,多云,21℃,14℃,枣庄,东南风 3级,星期三
2019-04-24,阴,24℃,7℃,济南,东北风 4级,星期三
2019-04-24,阴,17℃,10℃,青岛,东南风 1级,星期三
2019-04-24,阴,25℃,9℃,泰安,东北风 3级,星期三
2019-04-24,多云,26℃,10℃,济宁,东南风 2级,星期三
2019-04-24,阴,23℃,6℃,淄博,东南风 4级,星期三
2019-04-24,阴,21℃,7℃,滨州,东南风 4级,星期三
2019-04-24,阴,24℃,7℃,德州,东南风 6级,星期三
2019-04-25,阴,11℃,8℃,聊城,东北风 2级,星期四
2019-04-25,阴,10℃,6℃,济南,东南风 2级,星期四
2019-04-25,阴,13℃,8℃,临沂,东北风 3级,星期四
2019-04-25,阴,11℃,7℃,青岛,西北风 5级,星期四
2019-04-25,阴,12℃,7℃,泰安,东北风 3级,星期四
2019-04-25,阴,11℃,7℃,日照,东北风 3级,星期四
2019-04-25,阴,13℃,6℃,滨州,南风 微风,星期四
2019-04-25,阴,11℃,7℃,德州,南风 微风,星期四
2019-04-25,阴,9℃,7℃,威海,西北风 4级,星期四
